Ad Set Name,Ad name,Result type,Results,Reach,Impressions,Cost per result,Amount spent (INR),Clicks (all),CTR (all),CPC (All),Reporting starts,Reporting ends,,
01-Piles-Pune-Procto-Broad-LG-Feb23,Ad-01-01-Procto-Piles-Broad-pune-LG-Marati,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Liposuction-Vizag-Sep23,Liposuction-Vizag-Foot only,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Bangalore-LG,Ad-01-01-Procto-Piles-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Procto--LG,Ad-08-001-Piles-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-LG,Ad-03-001-Circumsicion-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetics-Broad-LG-May23,Ad-01-001-Lipoma-Chennai-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-Broad-LG-May23,Ad-03-01-Urology-Circumcision-Broad-Pune-LG-Hindi,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Trivandrum-Procto-LG,Ad-03-001-Gynecomastia-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Coimbatore-Urology-LG,Ad-03-001-Circumsicion-Coimbatore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetics-Broad-LG-May23,Ad-01-001-Lipoma-Coimbatore-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Urology-Circumcision-Broad-Thiruvananthapuram-LG,Ad-03-01-Urology-Circumcision-Broad-Thiruvananthapuram-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Bangalore-Lapro-LG,Ad-04-001-Gallstone-Bangalore-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Fissure-Broad-Bangalore-LG,Ad-02-01-Procto-Fissure-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Hyderabad-Cosmetic-LG,Ad-03-001-Lipoma-Hyderabad-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Hyderabad-Urology-LG,Ad-06-001-Kidney Stone-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Visakhapatnam-LG,Ad-01-01-Procto-Piles-Broad-Visakhapatnam-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Chennai,Sit Down,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Bangalore-Procto-LG,Ad-03-001-Gynecomastia-Bangalore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Kochi-Cosmetics-LG,Ad-06-001-Cosmetics-Lipoma-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-Broad-LG-May23,Ad-11-01-Urology-Circumcision-Broad-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetic-LG,Ad-03-001-Lipoma-Chennai-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-Broad-LG,Ad-06-001-Circumcision-Chennai-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Trivandrum-Procto-LG,Ad-05-001-Gynecomastia-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-Broad-LG,Ad-07-001-Circumcision-Chennai-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Lipoma-Broad-Kochi-LG,Ad-03-001-Cosmetics-Lipoma-Broad-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Procto--LG,Ad-01-001-Piles-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Pune-Cosmetics-LG,Ad-12-001-Cosmetics-Lipoma-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Trivandrum-Procto-LG,Ad-02-001-Gynecomastia-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG,Ad-07-001-Circumcision-Kochi-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG-May23,Ad-02-001-Circumcision-Kochi-Urology-LG-Feb23,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
002-Cosmetics-Lipoma-Broad-Coimbatore-LG,Ad-01-001-Cosmetics-Lipoma-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Coimbatore-Urology-LG,Ad-04-01-Urology-Circumcision-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Chennai-Procto-LG,Ad-02-001-Piles-Chennai-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Procto-Piles-Broad-Vizag-LG,Ad-02-001-Procto-Piles-Broad-Vizag-LG – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Hyderabad-Procto-LG,Ad-04-001-Gynecomastia-Hyderabad-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetics-LG,Ad-09-001-Lipoma-Chennai-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-12-01-Urology-Circumcision-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cataract-Pune-Ophtal-LG,Ad-01-001-Cataract-Pune-Ophtal-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Piles-Kochi-Procto-Broad-LG-March23,Ad-01-01-Piles-Kochi-Procto-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Vizag-Urology-LG,Ad-02-001-Urology-Circumcision-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Procto-Piles-Broad-Hyderabad-LG,Ad-02-001-Procto-Piles-Broad-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-06-01-Urology-Circumcision-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Lipoma-Vizag-Sep23,Lipoma-Vizag-Girl looking on lipoma,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Fissure-Broad-Thiruvananthapuram-LG,Ad-02-01-Procto-Fissure-Broad-Thiruvananthapuram-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Bangalore-Procto-LG,Ad-07-001-Gynecomastia-Bangalore-Procto-LG-Video,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Vizag-Cosmetics-LG,Ad-05-001-Lipoma-Vizag-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-06-001-Circumcision-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetic-LG,Ad-04-001-Lipoma-Coimbatore-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Kochi-LG,Ad-04-01-Procto-Piles-Broad-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Hyderabad-Cosmetic-LG,Ad-01-001-Lipoma-Hyderabad-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
02-Procto-Piles-3%-LAL-Bangalore-LG,Ad-04-01-Procto-Piles-3%-LAL-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Coimbatore-Urology-LG,Ad-09-01-Urology-Circumcision-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetics-LG,Ad-10-001-Lipoma-Chennai-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Broad-Trivandrum-LG,Ad-04-001-Urology-Circumcision-Broad-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-09-01-Urology-Circumcision-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-Broad-LG,Ad-08-001-Circumcision-Chennai-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Hyderabad-Cosmetics-Broad-LG,Ad-08-001-Cosmetics-Lipoma-Broad-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Vizag,Foreskin Problem – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Trivandrum-Procto-LG,Ad-06-001-Gynecomastia-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Circumcision-Chennai-Sep23,Circumcision-Chennai-Banana on surgeon's hand,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
New Leads ad set,New Leads ad,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetics-LG,Ad-06-001-Lipoma-Coimbatore-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-Broad-LG,Ad-03-001-Circumcision-Chennai-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cataract-Vizag-Ophtal-LG,Ad-02-001-Cataract-Vizag-Ophtal-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Coimbatore-Urology-LG,Ad-05-001-Circumsicion-Coimbatore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Vizag-Cosmetics-LG,Ad-06-001-Lipoma-Vizag-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
002-Cosmetics-Gynecomastia-Broad-Bangalore-LG,Ad-03-002-Cosmetics-Gynecomastia-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Hyderabad-Cosmetic-LG,Ad-04-001-Lipoma-Hyderabad-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Bangalore-LG,Ad-02-01-Procto-Piles-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Hyderabad-Cosmetics-LG,Ad-03-001-Gynecomastia-Hyderabad-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Bangalore-Cosmetics-Broad-LG,Ad-01-001-Cosmetics-Lipoma-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Varicose Vein-Bangalore-Vascular-LG,Ad-01-001-Varicose Vein-Bangalore-Vascular-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Hyderabad-Urology-LG-March23,Ad-02-001-Kidney Stone-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-LG,Ad-03-001-Circumcision-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Procto-Piles-Bangalore-Conversion-LP,Ad-01-001-Procto-Piles-Bangalore-Conversion-LP,Old FB LP Lead,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Bangalore-Cosmetics-LG,Ad-05-001-Cosmetics-Lipoma-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Vizag-Cosmetics-LG,Ad-02-001-Lipoma-Vizag-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Hernia-Chennai-Lapro-Broad-LG-March23,Ad-03-001-Hernia-Chennai-Lapro-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Trivandrum-Procto-LG,Ad-01-001-Gynecomastia-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Coimbatore-Urology-LG,Ad-01-001-Circumsicion-Coimbatore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-16-001-Circumcision-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetics-Broad-LG-Feb23,Ad-05-001-Lipoma-Chennai-Cosmetics-Broad-LG-Feb23,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Coimbatore-LG,Ad-02-01-Procto-Piles-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Chennai-Urology-LG,Ad-02-001-Kidney Stone-Chennai-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Kochi-Procto-LG,Ad-06-001-Gynecomastia-Kochi-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Fistula-Broad-Madurai-LG,Ad-02-01-Procto-Fistula-Broad-Madurai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Hyderabad-Cosmetics-Broad-LG-March23,Ad-02-001-Gynecomastia-Hyderabad-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-LG,Ad-01-01-Urology-Circumcision-Broad-Coimbatore-LG-Tamil,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Hyderabad-Procto-LG,Ad-08-001-Piles-Hyderabad-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Circumcision-Kochi-Sep23,Circumcision-Kochi-Banana on surgeon's hand,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Vizag-Procto-Broad-LG-Feb23,Ad-01-001-Procto-Piles-Broad-Vizag-LG.,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Coimbatore-Urology-LG,Ad-19-01-Urology-Circumcision-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
"M,F 18-45-chennai",Gynecomastia Chennai,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Coimbatore-Procto-LG,Ad-01-001-Piles-Coimbatore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Proctology-LG,Ad-01-001-Piles-Trivandrum-Proctology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Procto-Piles-Broad-Coimbatore-LG,Ad-03-001-Procto-Piles-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Lipoma-Broad-Madurai-LG,Ad-01-001-Cosmetics-Lipoma-Broad-Madurai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
"M,F 18-64-chennai",Hernia low cost,Landing page views,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Coimbatore-LG,Ad-07-01-Procto-Piles-Broad-Coimbatore-LG – Copy 2,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-04-01-Urology-Circumcision-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Pune-Cosmetics-Broad-LG-March23,Ad-04-001-Gynecomastia-Hyderabad-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Hyderabad-Urology-LG,Ad-01-001-Kidney Stone-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Visakhapatnam-LG,Ad-03-01-Procto-Piles-Broad-Visakhapatnam-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Pune-Cosmetics-Broad-LG-Feb23,Ad-01-001-Cosmetics-Lipoma-Broad-Pune-LG-Marati,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Hyderabad-Procto-LG-May23,Ad-03-01-Piles-Hyderabad-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
"M,F 18-64-chennai",Piles,Landing page views,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Kochi-Procto-LG,Ad-05-001-Gynecomastia-Kochi-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Kochi-Procto-LG,Ad-02-001-Piles-Kochi-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Procto-Piles-Hyderabad-Conversion-LP,Ad-03-001-Procto-Piles-Hyderabad-Conversion-LP,Old FB LP Lead,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Coimbatore-Procto-LG,Ad-03-001-Piles-Coimbatore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Circumcision-Coimbatore,Circumcision-Coimbatore-Video,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Vizag-Urology-Broad-LG-March23,Ad-06-001-Urology-Circumcision-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Trivandrum-Cosmetics-Broad-LG-March23,Ad-01-001-Lipoma-Trivandrum-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-Broad-LG-March23,Ad-09-01-Urology-Circumcision-Broad-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Piles-Kochi-Procto-Broad-LG-March23,Ad-01-01-Piles-Kochi-Procto-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG,Ad-05-001-Circumcision-Kochi-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG-May23,Ad-04-001-Circumcision-Kochi-Urology-LG-Feb23,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-09-001-Circumcision-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Fertility,New Leads ad,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
002-Cosmetics-Gynecomastia-Broad-Bangalore-LG,Ad-02-002-Cosmetics-Gynecomastia-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Circumcision-Vizag-Sep23,Circumcision-Vizag-Banana on surgeon's hand,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Vizag-Cosmetics-Broad-LG-March23,Ad-03-001-Gynecomastia-Vizag-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Coimbatore-Procto-LG,Ad-02-001-Piles-Coimbatore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumsicion-Hyderabad-Urology-LG,Ad-05-001-Circumsicion-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Lipoma-Vizag-Sep23,Lipoma-Vizag-Girl's hand,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Chennai-Urology-LG,Ad-06-001-Kidney Stone-Chennai-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Madurai-LG,Ad-03-001-Cosmetics-Gynecomastia-Broad-Madurai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Chennai-Lapro-LG,Ad-02-001-Gallstone-Chennai-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Hyderabad-Cosmetic-LG,Ad-02-001-Lipoma-Hyderabad-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Circumcision-Coimbatore,Circumcision-Coimbatore-Banana on surgeon's hand,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetics-Broad-LG-May23,Ad-01-001-Lipoma-Coimbatore-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Circumcision-Vizag-Sep23,Circumcision-Vizag-2 Bananas,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Bangalore-Cosmetics-LG,Ad-06-001-Cosmetics-Lipoma-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Vizag-Cosmetics-Broad-LG-May23,Ad-03-001-Gynecomastia-Vizag-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Vizag-Cosmetics-LG,Ad-03-001-Lipoma-Vizag-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG,Ad-01-001-Circumcision-Kochi-Urology-LG-Eng,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Bangalore-LG,Ad-01-001-Cosmetics-Gynecomastia-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Pune-LG,Ad-04-01-Procto-Piles-Broad-pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Kochi-Cosmetics-LG,Ad-10-001-Cosmetics-Lipoma-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Broad-Hyderabad-LG,Ad-02-001-Urology-Circumcision-Broad-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Vizag-Cosmetics-LG,Ad-01-001-Lipoma-Vizag-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Vizag-Cosmetics-LG,Ad-11-001-Lipoma-Vizag-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Hyderabad-Procto-LG,Ad-03-001-Piles-Hyderabad-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
02-Procto-Piles-3%-LAL-Vizag-LG,Ad-02-001-Procto-Piles-3%-LAL-Vizag-LG – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-05-01-Urology-Circumcision-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Coimbatore-Procto-LG,Ad-04-001-Piles-Coimbatore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetic-LG,Ad-04-001-Lipoma-Chennai-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Vizag-Lapro-LG,Ad-01-001-Gallstone-Vizag-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Hyderabad-Cosmetics-LG,Ad-01-001-Gynecomastia-Hyderabad-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Chennai-Procto-LG,Ad-05-001-Piles-Chennai-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Trivandrum-Cosmetics-Broad-LG-March23,Ad-03-001-Lipoma-Trivandrum-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Trivandrum-Cosmetics-LG,Ad-04-001-Gynecomastia-Trivandrum-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Procto--LG,Ad-04-001-Piles-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Vizag-Procto-LG,Ad-02-001-Gynecomastia-Vizag-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Trivandrum-LG,Ad-01-001-Cosmetics-Gynecomastia-Broad-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Trivandrum-Procto-LG,Ad-04-001-Gynecomastia-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
